id,nombre,especie,id_comuna,peso_kg,edad,fecha_nacimiento
7407,Theda,Pulpo de anillos azules,165,1.28,31,1993/5
7408,Tom,Ciervo de cola blanca,254,172.0,89,1935/6
7409,Odette,Suricata,320,1.665,7,2017/9
7410,Allison,Ciempiés gigante,159,0.06,76,1947/1
7411,Cassandra,Armadillo gigante,15,64.5,38,1986/6
7412,Hugh,Tapir,17,212.5,94,1930/12
7413,Errol,Lémur,319,2.4,55,1969/6
7414,Sarah,Numbat,144,0.244,38,1986/12
7415,Gaynell,Caballito de mar,150,0.00107,97,1927/11
7416,Lasonya,Canario,60,0.0132,18,2006/10
7417,Westley,Tiburón,135,435.0,1,2023/8
7418,Ludwig,Wombat,115,26.7,21,2002/1
7419,Laylah,Pez espada,250,84.0,57,1967/11
7420,Alphonsine,Petauro del azúcar,300,0.1335,40,1983/2
7421,Celena,Pingüino emperador,265,59.6,70,1954/11
7422,Jeromy,Caracol marino,216,0.046,58,1966/9
7423,Waylon,Caballo,289,310.0,88,1935/3
7424,Westley,Tarántula Goliat,213,0.3,62,1962/6
7425,Georgeanna,Tortuga de caja,127,1.17,83,1941/8
7426,Daisy,Pez espada,293,93.0,81,1942/4
7427,Mena,Raya,250,124.0,89,1935/5
7428,Irva,Iguana,212,3.65,7,2016/3
7429,Dewey,Suricata,180,2.1,60,1964/8
7430,Mina,Caracol de tierra,299,0.0105,38,1985/4
7431,Ethie,Caracol de mar,105,0.0545,66,1958/6
7432,Alvin,Antílope saiga,40,62.5,66,1957/2
7433,Karen,Estrella de mar,32,0.228,7,2017/12
7434,Baldwin,Medusa,176,1.12,78,1945/2
7435,Tera,Suricata,173,2.085,66,1957/2
7436,Genevra,Caballo,136,535.0,60,1964/5
7437,Eric,Rinoceronte,21,2208.0,37,1986/4
7438,Grant,Escarabajo rinoceronte,111,0.1,48,1975/3
7439,Bjorn,Pez espada,216,131.0,79,1945/12
7440,Cathie,Salamandra,133,0.092,74,1950/8
7441,Felipa,Perro,229,24.5,13,2010/2
7442,Josiah,Trucha,255,1.48,32,1992/7
7443,Stefan,Delfín,42,144.0,55,1969/11
7444,Beulah,Cigarra,285,0.00184,84,1940/5
7445,Brenden,Medusa,276,1.41,57,1966/3
7446,Jajuan,Ballena azul,279,183000.0,55,1969/5
7447,Stacy,León,299,216.6,8,2016/7
7448,Leander,Armadillo,293,11.28,17,2007/6
7449,Novella,Pez ángel,168,0.243,65,1959/9
7450,Lynette,Araña,287,0.00177,22,2001/2
7451,Keith,Cabra,151,65.7,85,1939/10
7452,Damon,Kanguro rojo,320,79.75,31,1993/10
7453,Devon,Lince,116,12.8,19,2005/8
7454,Taft,Langosta gigante,300,7.0,59,1965/5
7455,Bryan,Escorpión,328,0.03,35,1989/12
7456,Suzette,Morsa,174,954.0,61,1963/5
7457,Mearl,Caballito de mar,15,0.0585,43,1981/12
7458,Doctor,Serpiente,101,4.34,99,1924/2
7459,Alison,Águila,160,4.08,33,1991/8
7460,Zoey,Tarántula,243,0.27,92,1931/3
7461,Opha,Escarabajo,32,0.0228,91,1933/9
7462,Meda,Grillo,77,0.00288,49,1975/6
7463,Eric,Ciervo,25,198.0,30,1993/3
7464,Landen,Pingüino,312,10.5,89,1934/1
7465,Carla,Escarabajo joya,44,0.0252,80,1944/9
7466,Leticia,Kanguro rojo,101,55.0,4,2020/10
7467,Vesta,Lobo,244,37.2,92,1932/6
7468,Madalyn,Medusa,79,1.15,57,1966/3
7469,Elana,Ñeque,220,50.4,47,1976/3
7470,Texie,Esturión,261,37.0,10,2014/7
7471,Russel,Rana,181,0.24,6,2018/5
7472,Edna,Colibrí,266,0.00252,60,1964/10
7473,Daphne,Babosa,251,0.0415,72,1952/10
7474,Jerrold,Abeja,226,0.14,62,1962/10
7475,Fidel,Mosquito,208,0.0,80,1944/6
7476,Rolf,Hormiga reina,342,0.00148,35,1989/7
7477,Jeane,Dingo,178,15.75,79,1945/9
7478,Fleming,Raya,313,137.0,24,2000/6
7479,Watt,Narval,322,1785.0,31,1992/2
7480,Burnie,Zorro volador,62,0.525,30,1994/12
7481,Heather,Estrella espinosa,60,0.144,17,2007/5
7482,Lyle,Pez león,18,1.38,16,2008/9
7483,Jacqulyn,Águila,328,6.3,97,1927/10
7484,Dulce,Libélula,295,0.00154,39,1984/2
7485,Vernita,Oso negro,162,234.0,74,1950/8
7486,Lyric,Pez dorado,54,0.12,60,1964/9
7487,Eris,Pez globo,169,0.58,4,2020/7
7488,Belia,Perro,183,35.75,49,1975/6
7489,Lillis,Salmón,322,5.2,27,1996/1
7490,Marianna,Estrella espinosa,254,0.278,29,1995/6
7491,Imanol,Mariposa monarca,255,0.00164,12,2012/6
7492,Jettie,Caballito de mar,158,0.073,16,2008/5
7493,Emmit,Ciervo almizclero,143,68.8,56,1968/10
7494,Hoy,Ñandú,128,18.75,14,2010/5
7495,Leona,Escarabajo joya,272,0.0218,72,1952/9
7496,Joslyn,Lobo,35,31.2,97,1927/10
7497,Shania,Trucha,26,1.1,57,1967/11
7498,Darleen,Kanguro rojo,243,45.65,32,1992/10
7499,Lott,Orca,152,3120.0,10,2013/1
7500,Prudie,Tarántula,328,0.128,86,1937/2
7501,Winston,Grillo,187,0.0027,10,2014/6
7502,Lavonne,Gato,48,5.84,33,1990/3
7503,Aracely,Numbat,297,0.552,34,1990/6
7504,Cleon,Escarabajo rinoceronte,184,0.132,87,1937/6
7505,Andre,Pez león,148,0.77,76,1947/4
7506,Richmond,Foca,45,93.6,24,1999/4
7507,Symone,Grillo,103,0.002,45,1979/12
7508,Tess,Mosca,287,0.00011,78,1945/1
7509,Aditya,Estrella de mar,279,0.64,45,1979/11
7510,Lori,Ballena azul,133,100500.0,70,1954/5
7511,Barbara,Erizo de mar,156,0.7,77,1947/10
7512,Lindbergh,Oso polar,316,522.0,7,2017/12
7513,Terra,Pez dorado,72,0.141,83,1941/12
7514,Leroy,Conejo,253,2.425,93,1931/12
7515,Elvia,Avestruz,302,210.0,78,1946/7
7516,Joellen,Escarabajo ciervo,261,0.0108,22,2001/1
7517,Colin,Trucha,119,1.21,75,1949/10
7518,Taft,Cabra,323,42.75,62,1962/12
7519,Carson,Estrella de mar,243,0.515,101,1922/1
7520,Keenan,Rinoceronte,101,1426.0,53,1971/12
7521,Delisa,Cocodrilo,100,320.0,59,1965/6
7522,Cayla,Caracol de mar,20,0.026,70,1953/3
7523,Arne,Anguila,169,6.8,60,1963/1
7524,Margene,Caracol de mar,212,0.0515,12,2012/11
7525,Karon,Medusa,218,1.03,59,1965/10
7526,Venie,Cabra,203,58.5,39,1985/5
7527,Jaqueline,Pez halcón,202,0.415,53,1971/9
7528,Angie,Cangrejo de río,262,0.525,22,2001/2
7529,Pattie,Gallina,172,1.275,51,1973/9
7530,Asher,Nutria gigante,341,37.2,67,1957/12
7531,Carisa,Piraña,47,0.71,34,1990/10
7532,Roxie,Babosa,136,0.035,51,1972/3
7533,Benton,Gacela,3,74.5,11,2013/7
7534,Loretto,Alpaca,50,53.3,52,1972/8
7535,Jasmin,Orangután,186,70.5,40,1984/9
7536,Burk,Trucha,198,1.25,45,1978/4
7537,Joselin,Colibrí,82,0.0023,68,1956/8
7538,Elianna,Águila,208,3.36,70,1954/12
7539,Luann,Erizo de tierra,124,0.565,48,1976/9
7540,Kellee,Erizo de mar,337,0.44,89,1934/2
7541,Dimitri,Wallaby,119,22.8,86,1938/9
7542,Tylor,Suricata,212,0.885,34,1990/6
7543,Ashley,Panda,88,123.0,82,1942/9
7544,Salina,Leopardo marino,235,342.0,54,1969/3
7545,Danny,Lobo,203,15.9,54,1970/9
7546,Judge,Pingüino emperador,266,55.2,97,1927/7
7547,Fate,Cerdo,96,100.1,69,1955/5
7548,Jakob,Llama,119,196.5,52,1971/3
7549,Hurley,Castor,306,27.5,45,1979/9
7550,Coralie,Perro,5,31.75,13,2010/1
7551,Zakary,Foca,2,88.0,98,1926/5
7552,Jacklyn,Ciervo,12,167.4,69,1955/10
7553,River,Zorro,85,4.38,1,2022/1
7554,Laney,Comadreja,335,0.1,98,1926/9
7555,Rubin,Langosta,86,0.63,23,2000/1
7556,Ethie,Escarabajo,165,0.028,36,1988/5
7557,Polly,Langosta,126,0.46,26,1998/11
7558,Jena,Nutria gigante,97,43.8,4,2019/1
7559,Lilyan,Oso polar,87,666.0,104,1920/8
7560,Adelaide,Escarabajo,11,0.013,8,2016/5
7561,Jaeden,Langostino,4,0.236,60,1964/11
7562,Jayda,Wallaby,45,27.2,83,1940/3
7563,Roena,Bagre,235,2.98,80,1944/6
7564,Jacquelin,Jirafa,160,984.0,75,1948/4
7565,Rolf,Oso negro,237,156.6,81,1942/3
7566,Dell,Cangrejo de río,38,0.465,67,1956/3
7567,Chanel,Antílope,178,147.0,52,1972/6
7568,Breana,Avestruz,60,79.5,2,2021/2
7569,Jenilee,Tortuga de tierra,162,105.0,33,1991/12
7570,Ian,Escarabajo ciervo,161,0.025,98,1926/9
7571,Shalon,Alce,16,224.0,44,1980/10
7572,Merrilee,Cangrejo yeti,149,6.55,55,1969/5
7573,Noreta,Wallaby,46,21.4,67,1957/7
7574,Earlene,Pez espada,113,70.0,1,2023/5
7575,Lamar,Rinoceronte,121,1472.0,70,1954/5
7576,Elige,Camarón,9,0.0125,51,1973/10
7577,Kimberli,Esturión,107,54.5,66,1958/7
7578,Kyan,Pez espada,247,116.0,61,1963/11
7579,Mel,Caballito de mar,342,0.00056,53,1971/9
7580,Coty,Pez halcón,24,0.29,95,1928/4
7581,Kaylen,Puercoespín,227,5.75,24,2000/10
7582,Gus,Cangrejo de mar,324,0.64,7,2017/9
7583,Katherine,Ñandú,307,25.75,52,1971/2
7584,Lauri,Caracol de mar,63,0.0255,19,2005/11
7585,Kerri,Ballena azul,107,123000.0,35,1989/10
7586,Harriette,Escarabajo,193,0.0212,51,1973/8
7587,Elta,Pez ángel,245,0.27,55,1969/8
7588,Vern,Salmón,123,9.3,56,1968/12
7589,Loree,Ñu,182,153.6,75,1948/2
7590,Kamora,Morsa,142,1251.0,59,1965/6
7591,Sienna,Cocodrilo,114,250.0,60,1964/6
7592,Carole,Pez mariposa,28,0.115,70,1953/2
7593,Adrianne,Mariposa,43,0.0142,3,2021/6
7594,Mart,Tarántula,130,0.254,35,1988/4
7595,Dayne,Ballena azul,235,135000.0,53,1971/6
7596,Tyrik,Erizo de mar,6,0.365,15,2009/7
7597,Atticus,Ciervo,168,262.8,67,1956/4
7598,Leon,Pez loro,216,0.176,87,1937/11
7599,Bernhard,Llama,30,168.0,59,1965/9
7600,Finis,Caballito de mar,279,0.0009,44,1980/8
7601,Regan,Wallaby,227,26.8,53,1970/3
7602,Kiarra,Libélula,159,0.00142,60,1964/5
7603,Blair,Morsa,312,891.0,54,1970/12
7604,Darvin,Burro,280,212.0,21,2002/3
7605,Braiden,Murciélago,3,0.024,11,2012/4
7606,Jessi,Manatí,55,500.0,87,1937/5
7607,Lisandro,Erizo de mar,23,0.425,78,1945/4
7608,Treva,Bisonte,218,416.0,84,1940/11
7609,Anastasia,Tortuga marina,329,264.0,81,1943/11
7610,Rocco,Pez cirujano,80,0.295,80,1943/4
7611,Tammy,Kanguro rojo,285,39.6,103,1921/11
7612,Whitney,Canguro,106,47.5,99,1925/7
7613,Erle,Manatí,269,388.0,23,2001/10
7614,Jax,Estrella de mar,302,0.17,27,1997/10
7615,Vito,Tarántula,314,0.206,58,1966/7
7616,Sharonda,Rana,16,0.285,100,1924/8
7617,Jeraldine,Camarón,56,0.0115,94,1930/9
7618,Meredith,Estrella de mar,187,0.49,24,2000/5
7619,Genoveva,Suricata,249,1.29,68,1956/12
7620,Siddie,Mosquito,208,0.0,73,1950/4
7621,Jana,Gálago,101,0.139,41,1983/12
7622,Ceasar,Ciervo,144,178.2,82,1942/5
7623,Cailyn,Gálago,312,0.109,42,1982/9
7624,Landon,Antílope saiga,79,47.5,6,2017/4
7625,Krysta,Lobo,51,24.9,2,2022/5
7626,Bjorn,Petauro del azúcar,159,0.2115,103,1921/11
7627,Ezequiel,Mantarraya,63,1080.0,94,1929/1
7628,Lalla,Cangrejo ermitaño,301,0.127,53,1971/11
7629,Marilynn,Pez payaso,74,0.0254,95,1929/7
7630,Delaney,Cebra,5,337.5,14,2010/5
7631,Hubbard,Tigre,111,140.8,72,1951/2
7632,Devonta,Cocodrilo de agua salada,186,660.0,76,1948/7
7633,Elby,Langosta espinosa,95,2.6,26,1997/1
7634,Darleen,Jirafa,124,600.0,45,1978/3
7635,Saige,Araña cangrejo,97,0.0226,100,1923/4
7636,Cliffie,Pez loro,331,0.198,15,2009/9
7637,Lynne,Piraña,71,0.7,40,1983/3
7638,Eleanore,Pato,70,1.545,62,1961/3
7639,Vernice,Mosca,158,0.00011,66,1958/10
7640,Carmel,Zarigüeya,116,1.635,78,1946/12
7641,Arietta,Elefante,182,7100.0,71,1953/9
7642,Demarion,Atún,296,165.0,11,2013/6
7643,Philomena,Canguro,121,36.0,45,1978/3
7644,Oscar,Pez globo,91,0.89,88,1936/7
7645,Joseluis,Águila,339,7.62,84,1940/12
7646,Domonique,Delfín,183,102.0,71,1953/7
7647,Marisol,Ciervo,326,158.4,20,2004/12
7648,Clarance,Manatí de tierra,274,196.0,22,2002/9
7649,Carmen,Canguro,314,34.0,84,1939/2
7650,Geoff,Mariposa Morpho,235,0.0216,66,1958/8
7651,Jana,Bagre,286,1.2,6,2018/8
7652,Cherilyn,Nutria,35,6.9,97,1927/11
7653,Therese,Barracuda,246,6.45,60,1964/5
7654,Natalie,Hipopótamo,284,795.0,46,1977/2
7655,Jonell,Escarabajo,178,0.0228,51,1973/12
7656,Farah,Elefante marino,325,2064.0,59,1965/8
7657,Madelynn,Llama,109,123.0,90,1934/10
7658,Florine,Bisonte,44,960.0,100,1923/4
7659,Rebekah,Medusa,99,1.12,65,1959/10
7660,Gretta,Delfín,187,222.0,74,1950/10
7661,Warren,Erizo de tierra,92,0.555,51,1972/2
7662,Miesha,Pulpo,2,5.65,48,1976/6
7663,Doc,Mosca,81,0.00014,70,1954/7
7664,Lovie,Avestruz,70,84.0,67,1956/1
7665,Rosalinda,Tortuga de caja,302,0.71,98,1926/7
7666,Agustin,Caballo,191,480.0,40,1984/10
7667,Lydell,Bagre,239,1.5,65,1959/7
7668,Veola,Aye-aye,285,1.04,2,2022/10
7669,Lyndsay,Araña,204,0.00231,3,2020/1
7670,Elodie,Nutria marina,172,67.05,11,2012/1
7671,Citlalli,Tigre,96,239.8,20,2004/7
7672,Ashlynn,Caracol de mar,203,0.065,62,1962/7
7673,Merlyn,Pez globo,187,0.75,40,1983/4
7674,Sharla,Erizo de tierra,76,0.435,69,1954/1
7675,Cyndi,Lagarto,102,0.295,77,1946/2
7676,Jamal,Numbat,27,0.324,11,2012/1
7677,Augustin,Caballito de mar,133,0.0425,25,1999/6
7678,Jonah,Panda,96,125.0,29,1994/1
7679,Raven,Pez globo,64,1.08,24,1999/1
7680,Rosalyn,Pez globo,27,1.26,57,1966/1
7681,Griselda,Ciervo almizclero,220,97.6,86,1937/3
7682,Maryjo,Hormiga reina,103,0.00135,48,1975/2
7683,Cori,Langosta espinosa,253,1.74,101,1923/8
7684,Sanai,Manatí de tierra,265,511.0,70,1954/7
7685,Kathlyn,Puercoespín,294,5.8,92,1932/10
7686,Flonnie,Elefante marino,300,1648.0,47,1977/11
7687,Tawanna,Gecko,34,0.065,13,2010/1
7688,Davina,Tiburón martillo,72,252.0,91,1933/8
7689,Jaclyn,Tiburón,41,640.0,25,1999/5
7690,Edw,Escarabajo joya,289,0.0118,12,2012/10
7691,Rosemarie,Mantarraya,3,890.0,84,1939/1
7692,Evia,Ñeque,35,57.4,6,2018/9
7693,Giovanny,Ñeque,171,61.6,25,1998/4
7694,Verlene,Salmón,83,10.4,2,2022/8
7695,Gertrude,Pez cirujano,25,0.43,39,1985/8
7696,Marcelo,Águila,314,5.52,68,1956/6
7697,Ovila,Pulpo de anillos azules,108,2.18,102,1922/5
7698,Jaren,Cangrejo ermitaño,76,0.142,32,1991/4
7699,Bilal,Lagarto,125,0.3,40,1984/5
7700,Tyron,Guepardo,162,40.8,75,1948/4
7701,Mira,Nutria de río,319,13.7,17,2007/11
7702,Otha,Cabra,87,63.45,8,2016/10
7703,Jerilynn,Caracol de mar,258,0.052,3,2020/1
7704,Kian,Mosca,34,0.00012,15,2009/9
7705,Tyrek,Lémur,164,2.58,101,1922/1
7706,Iyanna,Morsa,308,1296.0,20,2004/11
7707,Sondra,Estrella espinosa,20,0.124,28,1995/1
7708,Margurite,Orca,242,4980.0,48,1976/12
7709,Laura,Atún,26,315.0,45,1978/2
7710,Dusty,Serpiente pitón,306,85.2,57,1967/5
7711,Tawana,Cangrejo yeti,233,5.4,78,1945/2
7712,Bernadine,Pulpo de anillos azules,334,2.58,28,1995/1
7713,Magdalene,Canario,266,0.0154,99,1925/11
7714,Clifford,Tortuga de agua,170,34.25,7,2017/6
7715,Classie,Ñandú,18,30.25,36,1988/11
7716,Wood,Orangután,188,52.5,78,1946/10
7717,Versie,Manatí de tierra,14,476.0,50,1974/12
7718,Uriah,Piraña,294,0.59,16,2008/12
7719,Wong,Pez halcón,285,0.71,71,1953/8
7720,Shelia,Cangrejo de río,267,0.48,77,1946/2
7721,Alesia,Rinoceronte,243,1242.0,39,1985/7
7722,Denice,Wombat,271,25.2,63,1961/8
7723,Alycia,Pez león,333,0.77,44,1980/6
7724,Juliette,Mariposa monarca,197,0.00194,79,1944/1
7725,Pamela,Tortuga,212,9.44,54,1970/9
7726,Rollo,Escarabajo ciervo,306,0.0216,103,1921/10
7727,Deedee,Panda,317,114.0,70,1954/11
7728,Holli,Hormiga,152,0.00071,48,1976/9
7729,Sawyer,Renacuajo,38,0.00073,84,1940/11
7730,Debbra,Narval,262,2205.0,37,1987/9
7731,Robt,Oso polar,256,666.0,102,1921/4
7732,Dalton,Pez espada,216,105.0,72,1952/6
7733,Eulalia,Estrella de mar,145,0.345,29,1995/8
7734,Roxy,Avestruz,164,205.5,16,2007/3
7735,Corliss,Cisne,12,5.5,89,1935/5
7736,Nathaniel,Erizo de tierra,127,0.645,27,1997/9
7737,Evelyn,Pez dorado,241,0.149,69,1955/10
7738,Algot,Lince,309,9.4,41,1982/2
7739,Noemi,Lince,329,5.1,82,1941/2
7740,Jayvion,Kanguro rojo,109,51.7,42,1982/9
7741,Erling,Escarabajo joya,322,0.013,57,1967/11
7742,Alyce,Tarántula,22,0.124,94,1929/3
7743,Kyara,Araña,32,0.00351,28,1995/1
7744,Shoji,Numbat,201,0.452,15,2009/5
7745,Theta,Rinoceronte,301,2461.0,1,2023/7
7746,Magdalene,Alpaca,132,94.25,13,2011/12
7747,Love,Delfín,9,252.0,26,1997/1
7748,Argie,Orca,330,4500.0,0,2023/4
7749,Soledad,Suricata,268,1.545,77,1946/2
7750,Juli,Pez globo,94,1.29,88,1936/9
7751,Jonah,Grillo,245,0.00138,18,2005/3
7752,Jannie,Elefante marino,128,2400.0,6,2018/10
7753,Horton,Murciélago,212,0.0285,8,2015/4
7754,Shalon,Salamandra gigante,66,1.17,1,2023/6
7755,Shelva,Mariposa monarca,18,0.0023,65,1959/10
7756,Jimmy,Ciervo,75,181.8,36,1988/6
7757,Felicity,Babosa,4,0.06,93,1931/12
7758,Celestine,Mosca,218,0.00015,13,2010/4
7759,Enola,Gato,12,3.72,58,1966/6
7760,Shelby,Suricata,319,1.815,63,1961/10
7761,Marchello,Rana,172,0.339,62,1962/7
7762,Lera,Babosa,119,0.0305,78,1946/5
7763,Samuel,Estrella frágil,221,0.145,80,1944/7
7764,Katina,Armadillo,99,8.16,90,1933/4
7765,Elva,Luciérnaga,135,4e-05,77,1946/1
7766,Sigrid,Gálago,198,0.107,53,1971/6
7767,Russel,Caracol de mar,102,0.049,26,1998/5
7768,Tamekia,Comadreja,110,0.108,56,1967/2
7769,Paulo,Caballo,45,260.0,74,1949/3
7770,Lukas,Armadillo gigante,201,49.0,66,1957/2
7771,Irvin,Estrella frágil,135,0.098,33,1990/4
7772,Cannon,Erizo de tierra,275,0.44,29,1994/2
7773,Terrie,Ñandú,196,35.25,18,2006/5
7774,Fisher,Tiburón,191,530.0,74,1949/2
7775,Lorenz,Nutria,143,2.8,18,2005/4
7776,Elida,Zarigüeya,64,1.89,88,1936/10
7777,Jerrilyn,Petauro del azúcar,89,0.201,19,2005/8
7778,Hobson,Rana,304,0.306,5,2019/9
7779,Demetrius,Salamandra,85,0.103,26,1998/11
7780,Theresa,Pez payaso,57,0.01,7,2017/11
7781,Melton,Erizo de tierra,252,0.39,100,1924/7
7782,Yareli,Águila,314,6.6,76,1948/7
7783,Lisandro,Mosca,30,0.00014,100,1924/8
7784,Yusuf,Canario,23,0.0182,95,1929/11
7785,Maryellen,Zarigüeya,224,0.84,101,1923/9
7786,Will,Nutria gigante,115,32.7,17,2006/4
7787,Freeda,Cangrejo de río,197,0.38,28,1996/8
7788,Tiffani,Armadillo,285,10.08,68,1956/9
7789,Annamae,Pez payaso,140,0.0192,60,1964/5
7790,Alexina,Escorpión,220,0.0685,44,1979/1
7791,Kash,Gamba,187,0.0272,37,1987/10
7792,Jonnie,Caracol de tierra,78,0.006,62,1961/2
7793,Jeana,Babosa,199,0.058,31,1992/3
7794,Wing,Coati,281,4.44,80,1944/8
7795,Flonnie,Cangrejo ermitaño,227,0.143,59,1964/1
7796,Elijah,Oso polar,163,409.5,96,1928/6
7797,Karson,Gato,46,4.88,65,1959/12
7798,Isaias,Gálago,69,0.096,28,1996/11
7799,Romaine,Mantarraya,228,640.0,87,1936/1
7800,Terrence,Pangolín,170,14.16,20,2004/12
7801,Barton,Escarabajo rinoceronte,25,0.025,71,1953/12
7802,Lesli,Pingüino,290,7.65,2,2022/8
7803,Marybelle,Serpiente,126,1.75,102,1922/12
7804,Jarad,Caracol marino,199,0.07,40,1984/10
7805,Dyan,Escarabajo Hércules,30,0.088,13,2011/5
7806,Nicholaus,Carpa,293,2.12,88,1935/2
7807,Leonce,Morsa,278,918.0,92,1932/8
7808,Kadin,Libélula,271,0.00186,103,1921/6
7809,Kaia,Raya,25,106.0,85,1939/9
7810,Unique,Alpaca,135,92.95,81,1943/11
7811,Zain,Cangrejo de río,134,0.455,41,1983/11
7812,Obed,Caracol de tierra,9,0.0108,38,1986/7
7813,Wilma,Leopardo marino,163,373.5,2,2022/11
7814,Sumner,Erizo de mar,220,0.43,28,1996/10
7815,Murray,Cigarra,333,0.00118,39,1985/12
7816,Fanny,Aye-aye,176,1.74,58,1965/1
7817,Amarion,Cocodrilo del Nilo,9,290.0,80,1944/10
7818,Asberry,Canario,240,0.0252,33,1991/12
7819,Rod,Erizo de mar,176,0.645,71,1952/4
7820,Wright,Tiburón,67,505.0,89,1934/4
7821,Julious,Pez espada,285,147.0,13,2011/12
7822,Ethen,Pulpo de anillos azules,106,2.22,86,1937/4
7823,Cassius,Ñeque,340,98.0,62,1962/8
7824,Ruben,Libélula,338,0.00138,29,1995/6
7825,Butler,Ballena piloto,124,8800.0,3,2021/5
7826,Manila,Mosquito,104,0.0,82,1942/8
7827,Link,Mariposa monarca,46,0.00286,10,2013/2
7828,Colby,Cangrejo de río,300,0.355,14,2009/3
7829,Liddie,Puercoespín,270,3.25,3,2020/4
7830,Yosef,Pulpo,120,4.6,35,1989/10
7831,Orrie,Oso negro,195,147.6,6,2018/12
7832,Falon,Antílope,180,112.0,55,1969/7
7833,Semaj,Camarón,321,0.0146,6,2018/7
7834,Lindbergh,Conejo,152,2.775,101,1922/4
7835,Minoru,Salamandra gigante,337,0.69,33,1991/9
7836,Ian,Antílope,245,141.0,26,1998/11
7837,Noelia,Pez globo,293,0.99,8,2016/9
7838,Marisela,Escarabajo rinoceronte,8,0.08,55,1969/9
7839,Lola,Armadillo,221,11.6,64,1960/8
7840,Cassie,Lagarto,333,0.26,98,1926/5
7841,Page,Jirafa,337,1716.0,15,2008/3
7842,Gus,Escarabajo rinoceronte,164,0.067,19,2004/4
7843,Jarod,Castor,269,35.25,2,2022/12
7844,Prosper,Escarabajo,308,0.0178,70,1954/9
7845,Myrtis,Hipopótamo,147,1230.0,10,2014/6
7846,Magen,Renacuajo,171,0.00078,98,1925/3
7847,Nathalia,Oryx,153,150.0,81,1942/4
7848,Arkie,Tortuga,268,5.6,30,1993/4
7849,Janelle,Panda,175,55.0,11,2013/7
7850,Cherise,Suricata,297,1.17,92,1932/11
7851,Lenwood,Saltamontes,249,0.0013,32,1992/11
7852,Loraine,Medusa,277,0.95,28,1996/11
7853,Stevan,Caracol de agua dulce,218,0.0387,77,1947/9
7854,Orlena,Pez globo,275,0.79,100,1923/2
7855,Daisey,Carpa,284,4.72,1,2022/4
7856,Jaylynn,Ballena piloto,60,11280.0,25,1999/8
7857,Jeramie,Pez loro,149,0.16,15,2009/10
7858,Lisle,Pez león,270,0.78,6,2017/2
7859,Keena,Oso negro,211,248.4,79,1945/5
7860,Therman,Cerdo,258,75.9,94,1930/9
7861,Darrell,Pulpo,117,5.85,49,1974/4
7862,Lish,Oso negro,9,239.4,5,2019/11
7863,Johnnie,Manatí,233,440.0,56,1968/10
7864,Breanna,Tarántula,261,0.152,25,1999/11
7865,Ambrose,Langosta espinosa,271,1.32,103,1920/1
7866,Kiyoshi,Numbat,219,0.56,61,1963/7
7867,Kirstie,Langosta espinosa,131,1.72,2,2022/7
7868,Almedia,Langosta espinosa,44,2.94,70,1954/8
7869,Maebelle,Ñu,296,141.6,71,1953/9
7870,Chadd,Bisonte,284,1000.0,15,2009/10
7871,Denver,Pez mariposa,140,0.139,77,1947/11
7872,Annalise,Rinoceronte,96,3404.0,90,1933/3
7873,Noretta,Pez mariposa,121,0.114,23,2000/4
7874,Gino,Caracol de jardín,105,0.083,36,1988/9
7875,Melton,Canario,27,0.0294,26,1998/9
7876,Elder,Camello,317,810.0,71,1953/9
7877,Hermon,Estrella de mar,217,0.242,86,1938/11
7878,Domingo,Estrella de mar,326,0.204,44,1979/3
7879,Buelah,Pez mariposa,316,0.076,103,1921/10
7880,Watson,Cangrejo ermitaño,185,0.128,12,2011/4
7881,Jewell,Delfín,311,214.0,66,1958/9
7882,Joellen,Suricata,276,0.99,34,1989/3
7883,Huy,Manatí,45,268.0,4,2020/8
7884,Ivor,Armadillo gigante,23,58.5,80,1944/6
7885,Tanika,Ciervo de cola blanca,206,276.0,41,1982/4
7886,Owens,Caracol de agua dulce,72,0.0372,17,2007/5
7887,Ezekiel,Serpiente pitón,326,45.0,104,1920/8
7888,Channie,Serpiente pitón,228,70.8,29,1994/1
7889,Marti,Estrella espinosa,162,0.19,81,1943/9
7890,Yandel,Delfín,255,240.0,6,2018/8
7891,Charisse,Elefante,67,3400.0,2,2021/4
7892,Krysten,Águila,142,4.86,22,2002/10
7893,Vessie,Renacuajo,177,0.001,84,1939/1
7894,Cedrick,Escarabajo joya,186,0.0194,43,1981/7
7895,Joe,Piraña,47,1.49,11,2013/12
7896,Bina,Petauro del azúcar,259,0.132,60,1963/3
7897,Melody,Mariposa,258,0.0075,43,1981/6
7898,Justus,Lagarto,95,0.28,70,1954/9
7899,Fed,Langosta,81,0.7,36,1988/8
7900,Shannon,Tortuga de agua,55,32.5,41,1983/6
7901,Easton,Cangrejo yeti,342,6.65,96,1928/12
7902,Pamala,Pez globo,84,1.21,77,1947/6
7903,Jailene,Caballito de mar,44,0.00062,36,1988/9
7904,Burton,Cerdo,16,86.9,45,1979/6
7905,Owen,Canario,142,0.0292,52,1971/1
7906,Izetta,Pez gato,191,2.36,13,2010/2
7907,Braydon,Elefante marino,66,1104.0,100,1924/12
7908,Lindsay,Pez globo,14,0.64,72,1952/12
7909,Iridian,Ñu,7,128.4,64,1960/10
7910,Jorge,Colibrí,258,0.00196,98,1925/2
